current_date,Time,Temperature,Dew Point,Humidity,Wind speed,Wind Gust,Pressure,Precip
20220331,14:51,59,50,72%,16mph,0mph,29.59in,0in
20220331,15:51,60,50,69%,16mph,25mph,29.58in,0in
20220331,16:51,60,50,69%,15mph,26mph,29.54in,0in
20220331,17:51,58,49,72%,16mph,0mph,29.52in,0in
20220331,18:51,57,50,77%,17mph,24mph,29.5in,0.0in
20220331,19:51,56,50,80%,14mph,0mph,29.49in,0in
20220331,20:51,60,54,80%,14mph,24mph,29.48in,0.0in
20220331,21:51,61,56,83%,15mph,0mph,29.47in,0.0in
20220331,22:51,60,55,83%,8mph,0mph,29.46in,0.0in
20220331,23:51,63,57,81%,18mph,25mph,29.44in,0.02in
20220401,00:51,61,55,81%,10mph,0mph,29.45in,0.03in
20220401,01:51,56,53,90%,7mph,0mph,29.42in,0in
20220401,02:51,54,51,90%,0mph,0mph,29.41in,0.0in
20220401,03:51,58,55,90%,10mph,16mph,29.43in,0.24in
20220401,04:51,58,52,81%,13mph,0mph,29.42in,0.01in
20220401,05:51,55,48,77%,9mph,0mph,29.44in,0.01in
20220401,06:51,53,46,77%,12mph,21mph,29.48in,0.0in
20220401,07:51,51,41,68%,17mph,24mph,29.56in,0.0in
20220401,08:51,50,41,71%,7mph,0mph,29.53in,0.0in
20220401,09:51,51,40,66%,9mph,0mph,29.55in,0in
20220401,10:51,53,39,59%,20mph,24mph,29.57in,0in
20220401,11:51,56,33,42%,16mph,24mph,29.57in,0in
20220401,12:51,56,31,39%,17mph,25mph,29.55in,0in
20220401,13:51,55,27,34%,21mph,32mph,29.56in,0in
20220401,14:51,56,24,29%,28mph,36mph,29.56in,0in
20220401,15:51,53,27,37%,17mph,38mph,29.58in,0in
20220401,16:51,54,27,35%,22mph,32mph,29.61in,0in
20220401,17:51,51,26,38%,22mph,31mph,29.66in,0in
20220401,18:51,48,29,48%,24mph,32mph,29.72in,0in
20220401,19:51,46,28,50%,24mph,32mph,29.76in,0.0in
20220401,20:51,46,22,39%,25mph,39mph,29.8in,0in
20220401,21:51,45,23,42%,20mph,28mph,29.84in,0in
20220401,22:51,45,22,40%,26mph,36mph,29.86in,0in
20220401,23:51,44,20,38%,18mph,32mph,29.89in,0in
20220402,00:51,43,21,42%,22mph,30mph,29.91in,0in
20220402,01:51,43,21,42%,22mph,30mph,29.93in,0in
20220402,02:51,42,24,49%,23mph,28mph,29.95in,0in
20220402,03:51,41,23,49%,24mph,32mph,29.96in,0in
20220402,04:51,40,22,49%,24mph,35mph,29.98in,0in
20220402,05:51,40,22,49%,17mph,30mph,30.0in,0in
20220402,06:51,39,22,50%,20mph,30mph,30.03in,0in
20220402,07:51,39,22,50%,22mph,0mph,30.05in,0in
20220402,08:51,40,22,49%,17mph,0mph,30.07in,0in
20220402,09:51,41,21,45%,15mph,24mph,30.08in,0in
20220402,10:51,43,22,43%,14mph,24mph,30.08in,0in
20220402,11:51,45,20,37%,15mph,0mph,30.06in,0in
20220402,12:51,46,21,37%,9mph,0mph,30.05in,0in
20220402,13:51,49,21,33%,7mph,0mph,30.02in,0in
20220402,14:51,50,21,32%,7mph,0mph,29.99in,0in
20220402,15:51,52,20,28%,8mph,0mph,29.96in,0in
20220402,16:51,53,18,25%,5mph,0mph,29.95in,0in
20220402,17:51,53,18,25%,8mph,0mph,29.94in,0in
20220402,18:51,52,20,28%,8mph,0mph,29.93in,0in
20220402,19:51,47,27,46%,16mph,0mph,29.96in,0in
20220402,20:51,46,31,56%,12mph,0mph,29.98in,0in
20220402,21:51,45,32,60%,8mph,0mph,29.96in,0in
20220402,22:51,44,33,65%,10mph,0mph,29.94in,0in
20220402,23:51,44,35,71%,8mph,0mph,29.92in,0in
20220403,00:51,44,36,73%,8mph,0mph,29.91in,0in
20220403,01:51,44,36,73%,7mph,0mph,29.9in,0in
20220403,02:51,44,32,63%,6mph,0mph,29.89in,0in
20220403,03:51,44,31,60%,7mph,0mph,29.88in,0in
20220403,04:51,44,32,63%,6mph,0mph,29.86in,0in
20220403,05:51,44,32,63%,5mph,0mph,29.84in,0in
20220403,06:51,43,34,71%,8mph,0mph,29.84in,0in
20220403,07:51,44,35,71%,5mph,0mph,29.82in,0in
20220403,08:51,45,35,68%,6mph,0mph,29.81in,0in
20220403,09:51,46,36,68%,5mph,0mph,29.79in,0.0in
20220403,10:51,44,38,79%,7mph,0mph,29.79in,0.01in
20220403,11:51,44,39,82%,0mph,0mph,29.78in,0.03in
20220403,12:51,44,38,79%,10mph,0mph,29.77in,0.04in
20220403,13:51,44,37,76%,7mph,0mph,29.76in,0.01in
20220403,14:51,44,36,73%,3mph,0mph,29.74in,0.0in
20220403,15:51,45,37,74%,7mph,0mph,29.72in,0.0in
20220403,16:51,45,37,74%,0mph,0mph,29.72in,0in
20220403,17:51,44,38,79%,5mph,0mph,29.73in,0.0in
20220403,18:51,46,38,73%,10mph,0mph,29.74in,0.0in
20220403,19:51,46,35,66%,14mph,0mph,29.77in,0in
20220403,20:51,45,34,65%,15mph,0mph,29.79in,0in
20220403,21:51,44,31,60%,22mph,0mph,29.81in,0in
20220403,22:51,42,29,60%,22mph,28mph,29.81in,0in
20220403,23:51,42,29,60%,21mph,0mph,29.82in,0in
20220404,00:51,41,29,62%,17mph,0mph,29.83in,0in
20220404,01:51,41,29,62%,20mph,29mph,29.84in,0in
20220404,02:51,41,30,65%,16mph,24mph,29.87in,0in
20220404,03:51,41,29,62%,16mph,0mph,29.88in,0in
20220404,04:51,40,28,63%,15mph,0mph,29.88in,0in
20220404,05:51,40,28,63%,12mph,0mph,29.9in,0in
20220404,06:51,41,29,62%,12mph,0mph,29.93in,0in
20220404,07:51,42,29,60%,13mph,0mph,29.95in,0in
20220404,08:51,44,29,55%,13mph,0mph,29.95in,0in
20220404,09:51,45,28,52%,13mph,0mph,29.95in,0in
20220404,10:51,47,26,44%,13mph,0mph,29.96in,0in
20220404,11:51,49,26,41%,12mph,24mph,29.97in,0in
20220404,12:51,51,25,36%,12mph,21mph,29.95in,0in
20220404,13:51,52,25,35%,9mph,0mph,29.94in,0in
20220404,14:51,52,27,38%,13mph,0mph,29.93in,0in
20220404,15:51,53,24,32%,14mph,0mph,29.93in,0in
20220404,16:51,52,26,37%,7mph,0mph,29.92in,0in
20220404,17:51,52,25,35%,14mph,0mph,29.93in,0in
20220404,18:51,52,25,35%,13mph,0mph,29.93in,0in
20220404,19:51,52,25,35%,15mph,22mph,29.94in,0in
20220404,20:51,50,28,43%,13mph,0mph,29.97in,0in
20220404,21:51,49,28,44%,9mph,0mph,29.99in,0in
20220404,22:51,48,28,46%,8mph,0mph,29.99in,0in
20220404,23:51,48,28,46%,7mph,0mph,30.0in,0in
20220405,00:51,47,30,52%,6mph,0mph,30.01in,0in
20220405,01:51,46,28,50%,0mph,0mph,30.02in,0in
20220405,02:51,45,27,49%,0mph,0mph,30.01in,0in
20220405,03:51,44,32,63%,0mph,0mph,30.02in,0in
20220405,04:51,46,29,51%,3mph,0mph,30.03in,0in
20220405,05:51,44,32,63%,6mph,0mph,30.03in,0in
20220405,06:51,47,30,52%,7mph,0mph,30.04in,0in
20220405,07:51,45,32,60%,5mph,0mph,30.05in,0in
20220405,08:51,49,30,48%,3mph,0mph,30.06in,0in
20220405,09:51,50,28,43%,8mph,0mph,30.06in,0in
20220405,10:51,53,27,37%,10mph,0mph,30.04in,0in
20220405,11:51,53,25,34%,5mph,0mph,30.04in,0in
20220405,12:51,55,25,31%,10mph,0mph,30.03in,0in
20220405,13:51,53,23,31%,10mph,0mph,30.03in,0in
20220405,14:51,54,25,33%,9mph,0mph,30.01in,0in
20220405,15:51,54,25,33%,12mph,0mph,30.0in,0in
20220405,16:51,53,30,41%,14mph,0mph,29.99in,0in
20220405,17:51,52,31,45%,12mph,0mph,29.98in,0in
20220405,18:51,51,36,56%,10mph,0mph,29.99in,0in
20220405,19:51,50,37,61%,9mph,0mph,29.97in,0in
20220405,20:51,49,38,66%,12mph,0mph,29.99in,0in
20220405,21:51,48,39,71%,9mph,0mph,29.98in,0.0in
20220405,22:51,46,41,83%,7mph,0mph,29.95in,0.02in
20220405,23:51,46,41,83%,10mph,0mph,29.94in,0.02in
20220406,00:51,45,40,82%,13mph,0mph,29.91in,0.01in
20220406,01:51,44,41,89%,17mph,0mph,29.88in,0.02in
20220406,02:51,44,41,89%,20mph,0mph,29.84in,0.02in
20220406,03:51,44,41,89%,16mph,0mph,29.82in,0.05in
20220406,04:51,44,41,89%,16mph,0mph,29.79in,0.05in
20220406,05:51,44,41,89%,21mph,0mph,29.77in,0.01in
20220406,06:51,44,42,93%,23mph,31mph,29.75in,0.03in
20220406,07:51,45,42,90%,24mph,31mph,29.73in,0.05in
20220406,08:51,46,43,89%,29mph,36mph,29.74in,0.06in
20220406,09:51,47,44,90%,18mph,29mph,29.76in,0.02in
20220406,10:51,48,44,86%,18mph,0mph,29.77in,0.04in
20220406,11:51,49,45,86%,20mph,0mph,29.75in,0.02in
20220406,12:51,50,45,83%,20mph,0mph,29.76in,0.0in
20220406,13:51,48,45,89%,17mph,0mph,29.77in,0.0in
20220406,14:51,50,46,86%,16mph,0mph,29.82in,0in
20220406,15:51,51,46,83%,15mph,0mph,29.79in,0in
20220406,16:51,52,46,80%,15mph,0mph,29.8in,0in
20220406,17:51,51,45,80%,15mph,0mph,29.8in,0in
20220406,18:51,51,44,77%,12mph,0mph,29.84in,0in
20220406,19:51,50,43,77%,7mph,0mph,29.88in,0in
20220406,20:51,48,43,83%,7mph,0mph,29.89in,0in
20220406,21:51,50,44,80%,9mph,0mph,29.9in,0in
20220406,22:51,48,44,86%,8mph,0mph,29.88in,0in
20220406,23:51,47,43,86%,5mph,0mph,29.9in,0in
20220407,00:51,47,43,86%,6mph,0mph,29.89in,0in
20220407,01:51,46,42,86%,7mph,0mph,29.88in,0in
20220407,02:51,47,42,83%,6mph,0mph,29.89in,0in
20220407,03:51,46,41,83%,6mph,0mph,29.89in,0in
20220407,04:51,46,40,79%,10mph,0mph,29.85in,0in
20220407,05:51,46,38,73%,9mph,0mph,29.84in,0in
20220407,06:51,46,38,73%,12mph,0mph,29.83in,0in
20220407,07:51,46,39,76%,15mph,22mph,29.82in,0in
20220407,08:51,47,41,80%,7mph,0mph,29.84in,0in
20220407,09:51,48,42,80%,15mph,0mph,29.81in,0in
20220407,10:51,49,43,80%,16mph,0mph,29.84in,0in
20220407,11:51,49,43,80%,15mph,0mph,29.82in,0in
20220407,12:51,49,45,86%,16mph,0mph,29.77in,0.03in
20220407,13:51,49,45,86%,21mph,0mph,29.72in,0.11in
20220407,14:51,50,47,89%,23mph,30mph,29.68in,0.04in
20220407,15:51,52,48,86%,23mph,33mph,29.64in,0.08in
20220407,16:51,52,48,86%,25mph,35mph,29.63in,0.06in
20220407,17:51,52,48,86%,26mph,37mph,29.61in,0.01in
20220407,18:51,53,49,86%,31mph,39mph,29.58in,0.05in
20220407,19:51,52,48,86%,24mph,41mph,29.54in,0.02in
20220407,20:51,54,50,86%,26mph,40mph,29.51in,0.05in
20220407,21:51,53,50,89%,26mph,38mph,29.5in,0.08in
20220407,22:51,56,52,87%,26mph,35mph,29.48in,0.09in
20220407,23:51,54,51,90%,8mph,0mph,29.49in,0.3in
20220408,00:51,53,50,89%,8mph,0mph,29.45in,0.05in
20220408,01:51,52,50,93%,8mph,0mph,29.44in,0.03in
20220408,02:51,52,50,93%,6mph,0mph,29.43in,0.01in
20220408,03:51,50,48,93%,13mph,0mph,29.46in,0in
20220408,04:51,50,48,93%,14mph,21mph,29.48in,0in
20220408,05:51,51,46,83%,16mph,24mph,29.51in,0in
20220408,06:51,50,43,77%,13mph,24mph,29.54in,0in
20220408,07:51,50,41,71%,14mph,24mph,29.56in,0in
20220408,08:51,50,41,71%,10mph,0mph,29.58in,0in
20220408,09:51,53,39,59%,15mph,20mph,29.61in,0in
20220408,10:51,54,39,57%,9mph,0mph,29.61in,0in
20220408,11:51,57,38,49%,8mph,18mph,29.61in,0in
20220408,12:51,59,35,41%,13mph,0mph,29.61in,0in
20220408,13:51,59,32,36%,14mph,23mph,29.61in,0in
20220408,14:51,61,30,31%,10mph,21mph,29.61in,0in
20220408,15:51,63,24,23%,9mph,0mph,29.59in,0in
20220408,16:51,64,22,20%,14mph,0mph,29.61in,0in
20220408,17:51,63,22,21%,12mph,0mph,29.62in,0in
20220408,18:51,62,25,24%,8mph,0mph,29.63in,0in
20220408,19:51,59,30,33%,8mph,0mph,29.64in,0in
20220408,20:51,57,35,44%,7mph,0mph,29.66in,0in
20220408,21:51,54,38,55%,7mph,0mph,29.66in,0in
20220408,22:51,54,37,53%,7mph,0mph,29.66in,0in
20220408,23:51,54,33,45%,9mph,0mph,29.65in,0in
20220409,00:51,54,32,43%,10mph,0mph,29.63in,0in
20220409,01:51,53,34,48%,8mph,0mph,29.63in,0in
20220409,02:51,53,35,50%,0mph,0mph,29.63in,0in
20220409,03:51,51,37,59%,7mph,0mph,29.63in,0.0in
20220409,04:51,49,38,66%,7mph,0mph,29.61in,0in
20220409,05:51,50,39,66%,3mph,0mph,29.61in,0.0in
20220409,06:51,49,40,71%,5mph,0mph,29.61in,0.0in
20220409,07:51,49,41,74%,7mph,0mph,29.6in,0in
20220409,08:51,50,40,68%,6mph,0mph,29.6in,0in
20220409,09:51,52,40,63%,9mph,0mph,29.59in,0in
20220409,10:51,53,38,57%,15mph,0mph,29.58in,0.0in
20220409,11:51,52,40,63%,18mph,24mph,29.58in,0.01in
20220409,12:51,51,37,59%,14mph,0mph,29.58in,0in
20220409,13:51,50,37,61%,14mph,0mph,29.59in,0in
20220409,14:51,53,35,50%,10mph,21mph,29.59in,0in
20220409,15:51,55,33,43%,16mph,21mph,29.58in,0in
20220409,16:51,54,34,47%,9mph,0mph,29.58in,0.0in
20220409,17:51,52,35,53%,18mph,0mph,29.59in,0in
20220409,18:51,54,32,43%,8mph,0mph,29.6in,0.0in
20220409,19:51,52,34,50%,8mph,0mph,29.61in,0in
20220409,20:51,51,34,52%,13mph,0mph,29.65in,0in
20220409,21:51,50,36,59%,0mph,0mph,29.66in,0.01in
20220409,22:51,50,36,59%,10mph,0mph,29.66in,0in
20220409,23:51,49,36,61%,12mph,0mph,29.66in,0in
20220410,00:51,49,36,61%,9mph,0mph,29.66in,0in
20220410,01:51,48,36,63%,9mph,0mph,29.65in,0in
20220410,02:51,47,35,63%,12mph,0mph,29.64in,0in
20220410,03:51,47,34,61%,16mph,0mph,29.65in,0in
20220410,04:51,46,32,58%,16mph,0mph,29.67in,0in
20220410,05:51,45,32,60%,14mph,0mph,29.69in,0in
20220410,06:51,45,33,63%,12mph,0mph,29.72in,0in
20220410,07:51,44,28,53%,16mph,28mph,29.75in,0in
20220410,08:51,44,27,51%,15mph,24mph,29.76in,0in
20220410,09:51,46,25,44%,18mph,24mph,29.76in,0in
20220410,10:51,47,24,41%,17mph,0mph,29.76in,0in
20220410,11:51,47,24,41%,17mph,28mph,29.76in,0in
20220410,12:51,46,25,44%,22mph,31mph,29.75in,0.0in
20220410,13:51,48,25,41%,18mph,28mph,29.74in,0.0in
20220410,14:51,49,23,36%,22mph,33mph,29.73in,0.0in
20220410,15:51,48,25,41%,22mph,29mph,29.74in,0in
20220410,16:51,48,24,39%,22mph,35mph,29.76in,0in
20220410,17:51,48,25,41%,23mph,29mph,29.79in,0in
20220410,18:51,47,26,44%,17mph,26mph,29.81in,0in
20220410,19:51,47,24,41%,24mph,33mph,29.85in,0in
20220410,20:51,46,24,42%,17mph,0mph,29.89in,0in
20220410,21:51,46,25,44%,18mph,30mph,29.92in,0in
20220410,22:51,45,24,44%,23mph,28mph,29.94in,0in
20220410,23:51,44,24,45%,15mph,26mph,29.95in,0in
20220411,00:51,44,24,45%,16mph,0mph,29.97in,0in
20220411,01:51,43,25,49%,13mph,0mph,29.98in,0in
20220411,02:51,43,25,49%,13mph,0mph,29.99in,0in
20220411,03:51,42,25,51%,12mph,0mph,30.0in,0in
20220411,04:51,42,26,53%,12mph,0mph,30.03in,0in
20220411,05:51,42,25,51%,13mph,0mph,30.07in,0in
20220411,06:51,42,26,53%,10mph,0mph,30.09in,0in
20220411,07:51,43,26,51%,12mph,0mph,30.11in,0in
20220411,08:51,44,25,47%,8mph,0mph,30.12in,0in
20220411,09:51,47,24,41%,6mph,0mph,30.11in,0in
20220411,10:51,50,24,36%,3mph,0mph,30.12in,0in
20220411,11:51,51,24,35%,5mph,0mph,30.11in,0in
20220411,12:51,55,23,29%,3mph,0mph,30.09in,0in
20220411,13:51,56,22,27%,7mph,0mph,30.08in,0in
20220411,14:51,58,20,23%,12mph,0mph,30.05in,0in
20220411,15:51,59,25,27%,14mph,20mph,30.02in,0in
20220411,16:51,55,27,34%,16mph,0mph,30.03in,0in
20220411,17:51,51,32,48%,18mph,0mph,30.03in,0in
20220411,18:51,51,35,54%,12mph,0mph,30.02in,0in
20220411,19:51,50,37,61%,13mph,0mph,30.02in,0in
20220411,20:51,51,38,61%,9mph,0mph,30.03in,0in
20220411,21:51,51,39,63%,7mph,0mph,30.04in,0in
20220411,22:51,53,39,59%,9mph,0mph,30.02in,0in
20220411,23:51,53,36,52%,13mph,0mph,30.02in,0in
20220412,00:51,52,34,50%,13mph,0mph,30.01in,0in
20220412,01:51,52,34,50%,12mph,0mph,29.99in,0in
20220412,02:51,52,35,53%,7mph,0mph,29.97in,0in
20220412,03:51,52,35,53%,7mph,0mph,29.94in,0in
20220412,04:51,50,38,63%,5mph,0mph,29.94in,0.01in
20220412,05:51,51,40,66%,5mph,0mph,29.94in,0.0in
20220412,06:51,51,38,61%,5mph,0mph,29.94in,0in
20220412,07:51,53,39,59%,8mph,0mph,29.95in,0.0in
20220412,08:51,52,40,63%,7mph,0mph,29.96in,0.0in
20220412,09:51,51,42,71%,6mph,0mph,29.98in,0.02in
20220412,10:51,52,44,74%,8mph,0mph,29.96in,0.01in
20220412,11:51,56,47,72%,14mph,0mph,30.0in,0in
20220412,12:51,61,46,58%,13mph,0mph,30.0in,0in
20220412,13:51,64,46,52%,10mph,0mph,30.0in,0in
20220412,14:51,67,45,45%,10mph,0mph,29.98in,0in
20220412,15:51,68,44,42%,9mph,0mph,29.96in,0in
20220412,16:51,69,41,36%,13mph,0mph,29.97in,0in
20220412,17:51,67,40,37%,13mph,20mph,29.99in,0in
20220412,18:51,69,36,30%,9mph,18mph,30.0in,0in
20220412,19:51,70,35,28%,7mph,0mph,30.02in,0in
20220412,20:51,70,34,27%,5mph,0mph,30.04in,0in
20220412,21:51,63,44,50%,0mph,0mph,30.05in,0in
20220412,22:51,59,44,58%,6mph,0mph,30.05in,0in
20220412,23:51,55,43,64%,0mph,0mph,30.05in,0in
20220413,00:51,55,44,67%,0mph,0mph,30.05in,0in
20220413,01:51,53,44,71%,5mph,0mph,30.05in,0in
20220413,02:51,51,44,77%,5mph,0mph,30.05in,0in
20220413,03:51,51,44,77%,6mph,0mph,30.05in,0in
20220413,04:51,51,44,77%,7mph,0mph,30.06in,0in
20220413,05:51,50,43,77%,8mph,0mph,30.06in,0in
20220413,06:51,51,42,71%,6mph,0mph,30.08in,0in
20220413,07:51,51,41,68%,7mph,0mph,30.09in,0in
20220413,08:51,53,40,61%,7mph,0mph,30.07in,0in
20220413,09:51,55,41,59%,9mph,0mph,30.06in,0in
20220413,10:51,59,41,51%,9mph,0mph,30.03in,0in
20220413,11:51,68,43,40%,14mph,20mph,30.0in,0in
20220413,12:51,68,47,47%,13mph,0mph,29.98in,0in
20220413,13:51,69,53,57%,15mph,0mph,29.94in,0in
20220413,14:51,65,52,63%,7mph,0mph,29.92in,0in
20220413,15:51,67,52,59%,8mph,0mph,29.89in,0in
20220413,16:51,66,52,60%,7mph,0mph,29.86in,0in
20220413,17:51,65,51,61%,10mph,0mph,29.85in,0in
20220413,18:51,67,51,57%,7mph,0mph,29.84in,0in
20220413,19:51,64,50,60%,6mph,0mph,29.84in,0in
20220413,20:51,62,50,65%,5mph,0mph,29.84in,0in
20220413,21:51,63,51,65%,5mph,0mph,29.83in,0in
20220413,22:51,62,50,65%,8mph,0mph,29.81in,0in
20220413,23:51,61,51,70%,5mph,0mph,29.78in,0in
20220414,00:51,61,51,70%,5mph,0mph,29.78in,0in
20220414,01:51,59,51,75%,6mph,0mph,29.76in,0in
20220414,02:51,58,51,78%,3mph,0mph,29.74in,0in
20220414,03:51,57,50,77%,6mph,0mph,29.73in,0in
20220414,04:51,57,50,77%,6mph,0mph,29.72in,0in
20220414,05:51,56,50,80%,3mph,0mph,29.73in,0in
20220414,06:51,59,51,75%,3mph,0mph,29.74in,0.0in
20220414,07:51,62,52,70%,3mph,0mph,29.74in,0in
20220414,08:51,59,49,69%,12mph,0mph,29.74in,0in
20220414,09:51,59,50,72%,15mph,0mph,29.74in,0in
20220414,10:51,60,49,67%,14mph,0mph,29.74in,0in
20220414,11:51,60,49,67%,13mph,0mph,29.73in,0in
20220414,12:51,63,51,65%,16mph,0mph,29.72in,0in
20220414,13:51,62,50,65%,13mph,0mph,29.71in,0in
20220414,14:51,62,49,62%,15mph,0mph,29.69in,0in
20220414,15:51,61,48,62%,12mph,0mph,29.69in,0in
20220414,16:51,66,50,56%,7mph,0mph,29.66in,0in
20220414,17:51,69,56,63%,10mph,22mph,29.7in,0.0in
20220414,18:51,67,56,68%,28mph,33mph,29.75in,0.0in
20220414,19:51,65,52,63%,10mph,18mph,29.8in,0.11in
20220414,20:51,63,47,56%,14mph,0mph,29.84in,0.0in
20220414,21:51,60,37,42%,12mph,0mph,29.88in,0in
20220414,22:51,60,32,35%,17mph,0mph,29.9in,0in
20220414,23:51,59,32,36%,12mph,0mph,29.91in,0in
20220415,00:51,59,30,33%,13mph,0mph,29.95in,0in
20220415,01:51,58,27,31%,12mph,0mph,29.96in,0in
20220415,02:51,56,30,37%,6mph,0mph,30.01in,0in
20220415,03:51,55,30,38%,5mph,0mph,30.03in,0in
20220415,04:51,52,35,53%,8mph,0mph,30.04in,0in
20220415,05:51,54,30,40%,0mph,0mph,30.06in,0in
20220415,06:51,53,32,45%,0mph,0mph,30.08in,0in
20220415,07:51,55,31,40%,10mph,0mph,30.11in,0in
20220415,08:51,59,26,28%,9mph,0mph,30.13in,0in
20220415,09:51,60,23,24%,9mph,0mph,30.14in,0in
20220415,10:51,63,17,17%,14mph,18mph,30.13in,0in
20220415,11:51,63,14,15%,12mph,0mph,30.11in,0in
20220415,12:51,65,12,13%,13mph,0mph,30.09in,0in
20220415,13:51,67,14,13%,7mph,16mph,30.06in,0in
20220415,14:51,68,15,13%,15mph,26mph,30.04in,0in
20220415,15:51,66,20,17%,22mph,30mph,30.04in,0in
20220415,16:51,63,23,22%,26mph,36mph,30.03in,0in
20220415,17:51,62,25,24%,23mph,38mph,30.0in,0in
20220415,18:51,60,29,31%,20mph,29mph,30.0in,0in
20220415,19:51,58,34,41%,16mph,22mph,30.01in,0in
20220415,20:51,59,34,39%,14mph,0mph,30.04in,0in
20220415,21:51,61,23,23%,16mph,23mph,30.04in,0in
20220415,22:51,59,25,27%,17mph,25mph,30.03in,0in
20220415,23:51,57,30,36%,9mph,0mph,30.02in,0in
20220416,00:51,57,28,33%,13mph,0mph,30.01in,0in
20220416,01:51,57,26,30%,10mph,0mph,30.0in,0in
20220416,02:51,57,28,33%,14mph,23mph,29.99in,0in
20220416,03:51,56,28,34%,12mph,0mph,29.97in,0in
20220416,04:51,57,26,30%,17mph,25mph,29.97in,0in
20220416,05:51,57,26,30%,14mph,0mph,29.96in,0in
20220416,06:51,57,25,29%,13mph,0mph,29.96in,0in
20220416,07:51,57,27,32%,10mph,0mph,29.96in,0in
20220416,08:51,59,30,33%,17mph,22mph,29.96in,0in
20220416,09:51,60,32,35%,15mph,21mph,29.95in,0in
20220416,10:51,64,33,31%,13mph,24mph,29.96in,0in
20220416,11:51,65,34,32%,12mph,0mph,29.92in,0in
20220416,12:51,69,35,29%,9mph,17mph,29.88in,0in
20220416,13:51,68,41,37%,15mph,0mph,29.85in,0in
20220416,14:51,66,43,43%,13mph,0mph,29.81in,0in
20220416,15:51,63,46,54%,15mph,20mph,29.77in,0in
20220416,16:51,63,47,56%,9mph,0mph,29.72in,0in
20220416,17:51,61,47,60%,8mph,0mph,29.73in,0in
20220416,18:51,59,43,55%,17mph,24mph,29.76in,0in
20220416,19:51,54,41,62%,13mph,0mph,29.79in,0in
20220416,20:51,52,40,63%,10mph,0mph,29.85in,0.0in
20220416,21:51,48,40,74%,14mph,24mph,29.91in,0.03in
20220416,22:51,46,39,76%,15mph,0mph,29.92in,0.09in
20220416,23:51,46,40,79%,7mph,0mph,29.89in,0.02in
20220417,00:51,46,38,73%,10mph,0mph,29.91in,0.0in
20220417,01:51,46,38,73%,10mph,0mph,29.92in,0in
20220417,02:51,45,37,74%,7mph,0mph,29.92in,0in
20220417,03:51,45,36,71%,10mph,0mph,29.93in,0in
20220417,04:51,44,35,71%,17mph,25mph,29.94in,0in
20220417,05:51,43,32,65%,14mph,0mph,29.99in,0in
20220417,06:51,43,30,60%,13mph,0mph,30.02in,0in
20220417,07:51,43,29,58%,18mph,25mph,30.06in,0in
20220417,08:51,44,24,45%,18mph,0mph,30.08in,0in
20220417,09:51,45,21,39%,18mph,26mph,30.08in,0in
20220417,10:51,47,22,37%,21mph,31mph,30.08in,0in
20220417,11:51,48,19,32%,22mph,31mph,30.1in,0in
20220417,12:51,48,20,33%,24mph,32mph,30.11in,0in
20220417,13:51,48,19,32%,24mph,31mph,30.11in,0in
20220417,14:51,48,18,30%,20mph,32mph,30.11in,0in
20220417,15:51,49,18,29%,20mph,26mph,30.13in,0in
20220417,16:51,50,17,27%,15mph,23mph,30.15in,0in
20220417,17:51,49,17,28%,18mph,23mph,30.18in,0in
20220417,18:51,48,19,32%,18mph,23mph,30.2in,0in
20220417,19:51,47,20,34%,16mph,0mph,30.24in,0in
20220417,20:51,46,17,31%,15mph,0mph,30.27in,0in
20220417,21:51,46,18,33%,12mph,0mph,30.29in,0in
20220417,22:51,45,18,34%,10mph,0mph,30.29in,0in
20220417,23:51,44,19,37%,8mph,0mph,30.3in,0in
20220418,00:51,44,20,38%,8mph,0mph,30.31in,0in
20220418,01:51,43,20,40%,5mph,0mph,30.32in,0in
20220418,02:51,43,22,43%,8mph,0mph,30.33in,0in
20220418,03:51,43,23,45%,6mph,0mph,30.33in,0in
20220418,04:51,42,22,45%,7mph,0mph,30.34in,0in
20220418,05:51,42,22,45%,3mph,0mph,30.35in,0in
20220418,06:51,44,24,45%,13mph,0mph,30.33in,0in
20220418,07:51,43,25,49%,15mph,0mph,30.33in,0in
20220418,08:51,45,26,48%,14mph,0mph,30.34in,0in
20220418,09:51,48,26,42%,13mph,0mph,30.32in,0in
20220418,10:51,49,25,39%,10mph,0mph,30.32in,0in
20220418,11:51,52,23,32%,9mph,0mph,30.3in,0in
20220418,12:51,51,22,32%,17mph,24mph,30.28in,0in
20220418,13:51,50,25,38%,13mph,0mph,30.28in,0in
20220418,14:51,49,28,44%,13mph,21mph,30.27in,0in
20220418,15:51,48,29,48%,13mph,20mph,30.25in,0in
20220418,16:51,48,24,39%,12mph,0mph,30.18in,0in
20220418,17:51,48,24,39%,13mph,0mph,30.17in,0in
20220418,18:51,48,30,50%,14mph,0mph,30.14in,0in
20220418,19:51,46,34,63%,15mph,0mph,30.08in,0.0in
20220418,20:51,47,34,61%,18mph,0mph,30.03in,0in
20220418,21:51,46,33,61%,15mph,23mph,30.0in,0.01in
20220418,22:51,42,35,76%,22mph,0mph,29.89in,0.18in
20220418,23:51,43,39,86%,23mph,32mph,29.8in,0.28in
20220419,00:51,44,40,85%,20mph,28mph,29.72in,0.36in
20220419,01:51,44,41,89%,20mph,0mph,29.59in,0.49in
