current_date,Time,Temperature,Dew Point,Humidity,Wind,Wind speed,Wind Gust,Pressure,Precip,Condition
20220528,9:51 AM,70°„F,63°„F,78%,SW,6mph,Nonemph,29.69in,0.0in,Cloudy
20220528,10:51 AM,73°„F,63°„F,71%,VAR,6mph,Nonemph,29.69in,0in,Cloudy
20220528,11:38 AM,76°„F,64°„F,67%,S,7mph,Nonemph,29.67in,0in,Mostly Cloudy
20220528,11:51 AM,75°„F,62°„F,64%,S,9mph,Nonemph,29.67in,0in,Mostly Cloudy
20220528,12:27 PM,77°„F,61°„F,58%,SSW,9mph,Nonemph,29.67in,0in,Mostly Cloudy
20220528,12:36 PM,77°„F,62°„F,60%,S,8mph,Nonemph,29.67in,0in,Thunder
20220528,12:51 PM,76°„F,62°„F,62%,S,14mph,Nonemph,29.68in,0in,Thunder
20220528,1:05 PM,64°„F,56°„F,75%,NW,14mph,41mph,29.7in,0in,T-Storm
20220528,1:51 PM,66°„F,59°„F,78%,WNW,13mph,Nonemph,29.7in,0.11in,Light Rain with Thunder
20220528,2:10 PM,67°„F,59°„F,76%,WNW,9mph,Nonemph,29.7in,0.0in,Mostly Cloudy
20220528,2:51 PM,70°„F,60°„F,71%,NW,7mph,Nonemph,29.72in,0.0in,Mostly Cloudy
20220528,3:51 PM,69°„F,57°„F,65%,NW,16mph,Nonemph,29.74in,0.0in,Light Rain
20220528,4:51 PM,69°„F,58°„F,68%,W,6mph,Nonemph,29.74in,0.0in,Mostly Cloudy
20220528,5:51 PM,71°„F,59°„F,66%,CALM,0mph,Nonemph,29.73in,0in,Mostly Cloudy
20220528,6:51 PM,74°„F,58°„F,57%,W,13mph,Nonemph,29.75in,0in,Partly Cloudy
20220528,7:51 PM,73°„F,57°„F,57%,W,9mph,Nonemph,29.78in,0in,Partly Cloudy
20220528,8:51 PM,67°„F,59°„F,76%,NW,8mph,Nonemph,29.8in,0.03in,Light Rain
20220528,9:51 PM,69°„F,61°„F,75%,WNW,7mph,Nonemph,29.83in,0.0in,Partly Cloudy
20220528,10:51 PM,68°„F,57°„F,68%,WNW,8mph,Nonemph,29.86in,0in,Partly Cloudy
20220528,11:51 PM,68°„F,57°„F,68%,WNW,12mph,Nonemph,29.89in,0in,Partly Cloudy
20220529,12:51 AM,66°„F,56°„F,70%,NW,8mph,Nonemph,29.9in,0in,Fair
20220529,1:51 AM,65°„F,55°„F,70%,NW,6mph,Nonemph,29.91in,0in,Fair
20220529,2:51 AM,64°„F,54°„F,70%,WNW,7mph,Nonemph,29.92in,0in,Fair
20220529,3:51 AM,63°„F,54°„F,72%,WNW,5mph,Nonemph,29.93in,0in,Fair
20220529,4:51 AM,62°„F,54°„F,75%,CALM,0mph,Nonemph,29.94in,0in,Fair
20220529,5:51 AM,62°„F,54°„F,75%,CALM,0mph,Nonemph,29.97in,0in,Fair
20220529,6:51 AM,63°„F,54°„F,72%,N,3mph,Nonemph,29.99in,0in,Partly Cloudy
20220529,7:51 AM,65°„F,54°„F,68%,CALM,0mph,Nonemph,30.01in,0in,Partly Cloudy
20220529,8:51 AM,69°„F,54°„F,58%,CALM,0mph,Nonemph,30.04in,0in,Partly Cloudy
20220529,9:51 AM,70°„F,52°„F,53%,N,3mph,Nonemph,30.05in,0in,Mostly Cloudy
20220529,10:51 AM,71°„F,52°„F,51%,ENE,3mph,Nonemph,30.05in,0in,Mostly Cloudy
20220529,11:51 AM,72°„F,51°„F,48%,VAR,5mph,Nonemph,30.05in,0in,Mostly Cloudy
20220529,12:51 PM,75°„F,49°„F,40%,VAR,6mph,Nonemph,30.04in,0in,Mostly Cloudy
20220529,1:51 PM,75°„F,47°„F,37%,NW,5mph,Nonemph,30.04in,0in,Mostly Cloudy
20220529,2:09 PM,75°„F,49°„F,40%,CALM,0mph,Nonemph,30.04in,0in,Cloudy
20220529,2:51 PM,76°„F,51°„F,42%,SSE,8mph,Nonemph,30.04in,0in,Mostly Cloudy
20220529,3:51 PM,78°„F,50°„F,37%,VAR,5mph,Nonemph,30.02in,0in,Partly Cloudy
20220529,4:51 PM,77°„F,53°„F,43%,S,13mph,Nonemph,30.02in,0in,Partly Cloudy
20220529,5:51 PM,73°„F,53°„F,49%,S,16mph,Nonemph,30.01in,0in,Partly Cloudy
20220529,6:51 PM,70°„F,54°„F,57%,S,12mph,Nonemph,30.03in,0in,Partly Cloudy
20220529,7:51 PM,69°„F,54°„F,58%,S,9mph,Nonemph,30.04in,0in,Fair
20220529,8:51 PM,68°„F,54°„F,61%,SSE,8mph,Nonemph,30.04in,0in,Fair
20220529,9:51 PM,68°„F,53°„F,59%,S,6mph,Nonemph,30.06in,0in,Fair
20220529,10:51 PM,68°„F,53°„F,59%,S,6mph,Nonemph,30.07in,0in,Fair
20220529,11:51 PM,68°„F,54°„F,61%,S,7mph,Nonemph,30.08in,0in,Fair
20220530,12:51 AM,67°„F,53°„F,61%,S,7mph,Nonemph,30.08in,0in,Fair
20220530,1:51 AM,66°„F,54°„F,65%,S,6mph,Nonemph,30.07in,0in,Fair
20220530,2:51 AM,66°„F,56°„F,70%,S,6mph,Nonemph,30.07in,0in,Fair
20220530,3:51 AM,66°„F,56°„F,70%,SSW,6mph,Nonemph,30.07in,0in,Fair
20220530,4:51 AM,66°„F,57°„F,73%,SW,3mph,Nonemph,30.08in,0in,Fair
20220530,5:51 AM,66°„F,58°„F,75%,SSW,3mph,Nonemph,30.08in,0in,Fair
20220530,6:51 AM,67°„F,58°„F,73%,SW,3mph,Nonemph,30.1in,0in,Partly Cloudy
20220530,7:51 AM,71°„F,59°„F,66%,SW,5mph,Nonemph,30.11in,0in,Partly Cloudy
20220530,8:51 AM,75°„F,59°„F,57%,CALM,0mph,Nonemph,30.11in,0in,Partly Cloudy
20220530,9:51 AM,77°„F,58°„F,52%,NNW,3mph,Nonemph,30.1in,0in,Partly Cloudy
20220530,10:51 AM,81°„F,57°„F,44%,WSW,8mph,Nonemph,30.09in,0in,Partly Cloudy
20220530,11:51 AM,82°„F,57°„F,42%,W,6mph,Nonemph,30.07in,0in,Partly Cloudy
20220530,12:51 PM,84°„F,57°„F,40%,SW,10mph,Nonemph,30.04in,0in,Partly Cloudy
20220530,1:51 PM,85°„F,57°„F,38%,WSW,8mph,Nonemph,30.04in,0in,Mostly Cloudy
20220530,2:51 PM,85°„F,61°„F,44%,S,14mph,22mph,30.02in,0in,Partly Cloudy
20220530,3:51 PM,84°„F,59°„F,43%,S,15mph,Nonemph,30.02in,0in,Mostly Cloudy
20220530,4:51 PM,83°„F,60°„F,46%,SSE,17mph,Nonemph,30.01in,0in,Mostly Cloudy
20220530,5:51 PM,82°„F,61°„F,49%,S,15mph,Nonemph,30.0in,0in,Partly Cloudy
20220530,6:51 PM,79°„F,61°„F,54%,S,12mph,Nonemph,29.99in,0in,Partly Cloudy
20220530,7:51 PM,77°„F,62°„F,60%,S,10mph,Nonemph,29.99in,0in,Partly Cloudy
20220530,8:51 PM,77°„F,62°„F,60%,S,8mph,Nonemph,29.99in,0in,Partly Cloudy
20220530,9:51 PM,77°„F,63°„F,62%,S,8mph,Nonemph,30.0in,0in,Fair
20220530,10:51 PM,77°„F,64°„F,64%,S,9mph,Nonemph,30.0in,0in,Fair
20220530,11:51 PM,79°„F,64°„F,60%,SSW,8mph,Nonemph,29.99in,0in,Fair
20220531,12:51 AM,79°„F,64°„F,60%,SW,9mph,Nonemph,29.98in,0in,Partly Cloudy
20220531,1:51 AM,79°„F,64°„F,60%,WSW,9mph,Nonemph,29.97in,0in,Mostly Cloudy
20220531,2:51 AM,78°„F,64°„F,62%,SW,7mph,Nonemph,29.96in,0in,Fair
20220531,3:51 AM,79°„F,64°„F,60%,W,14mph,Nonemph,29.95in,0in,Mostly Cloudy
20220531,4:51 AM,78°„F,64°„F,62%,W,13mph,Nonemph,29.96in,0in,Mostly Cloudy
20220531,5:51 AM,77°„F,63°„F,62%,WNW,9mph,Nonemph,29.96in,0in,Mostly Cloudy
20220531,6:51 AM,79°„F,62°„F,56%,WNW,15mph,23mph,29.96in,0in,Mostly Cloudy
20220531,7:51 AM,79°„F,62°„F,56%,WNW,9mph,Nonemph,29.96in,0in,Mostly Cloudy
20220531,8:51 AM,82°„F,61°„F,49%,NW,12mph,Nonemph,29.96in,0in,Mostly Cloudy
20220531,9:51 AM,84°„F,60°„F,44%,NW,10mph,Nonemph,29.94in,0in,Partly Cloudy
20220531,10:51 AM,87°„F,59°„F,39%,NNW,20mph,28mph,29.93in,0in,Fair
20220531,11:51 AM,87°„F,59°„F,39%,NNW,8mph,18mph,29.91in,0in,Fair
20220531,12:51 PM,89°„F,59°„F,36%,WNW,13mph,Nonemph,29.91in,0in,Partly Cloudy
20220531,1:51 PM,90°„F,57°„F,33%,NW,8mph,Nonemph,29.89in,0in,Fair
20220531,2:51 PM,92°„F,56°„F,30%,NNW,14mph,17mph,29.88in,0in,Mostly Cloudy
20220531,3:51 PM,91°„F,57°„F,32%,NW,9mph,Nonemph,29.87in,0in,Partly Cloudy
20220531,4:51 PM,92°„F,57°„F,31%,NW,12mph,Nonemph,29.86in,0in,Partly Cloudy
20220531,5:51 PM,91°„F,56°„F,30%,NNW,8mph,Nonemph,29.85in,0in,Partly Cloudy
20220531,6:51 PM,91°„F,58°„F,33%,VAR,3mph,Nonemph,29.85in,0in,Mostly Cloudy
20220531,7:51 PM,91°„F,56°„F,30%,VAR,7mph,Nonemph,29.85in,0in,Mostly Cloudy
20220531,8:28 PM,70°„F,59°„F,68%,NE,17mph,Nonemph,29.87in,0in,Mostly Cloudy
20220531,8:51 PM,68°„F,59°„F,73%,ENE,15mph,Nonemph,29.88in,0in,Mostly Cloudy
20220531,9:51 PM,66°„F,58°„F,75%,NE,17mph,Nonemph,29.92in,0in,Mostly Cloudy
20220531,10:51 PM,65°„F,57°„F,75%,NE,17mph,Nonemph,29.92in,0in,Mostly Cloudy
20220531,11:51 PM,64°„F,56°„F,75%,ENE,12mph,Nonemph,29.94in,0in,Mostly Cloudy
20220601,12:51 AM,63°„F,56°„F,78%,NE,14mph,Nonemph,29.93in,0in,Mostly Cloudy
20220601,1:51 AM,62°„F,56°„F,80%,NE,15mph,Nonemph,29.94in,0in,Mostly Cloudy
20220601,2:39 AM,61°„F,55°„F,81%,NE,22mph,Nonemph,29.96in,0in,Cloudy / Windy
20220601,2:51 AM,61°„F,54°„F,78%,ENE,17mph,Nonemph,29.95in,0in,Mostly Cloudy
20220601,3:15 AM,60°„F,54°„F,80%,NE,16mph,Nonemph,29.96in,0in,Cloudy
20220601,3:51 AM,60°„F,54°„F,80%,ENE,18mph,Nonemph,29.94in,0in,Cloudy
20220601,4:08 AM,59°„F,54°„F,83%,NNE,14mph,Nonemph,29.96in,0.0in,Light Rain
20220601,4:38 AM,60°„F,54°„F,80%,NE,15mph,Nonemph,29.96in,0.0in,Cloudy
20220601,4:51 AM,60°„F,54°„F,80%,NE,17mph,Nonemph,29.96in,0.0in,Cloudy
20220601,5:51 AM,59°„F,54°„F,83%,NE,12mph,Nonemph,29.96in,0in,Mostly Cloudy
20220601,6:51 AM,60°„F,54°„F,80%,NE,9mph,Nonemph,29.97in,0in,Mostly Cloudy
20220601,7:51 AM,60°„F,54°„F,80%,NE,12mph,Nonemph,29.98in,0in,Mostly Cloudy
20220601,8:51 AM,60°„F,53°„F,78%,NE,12mph,Nonemph,29.98in,0in,Cloudy
20220601,9:51 AM,61°„F,53°„F,75%,NE,12mph,Nonemph,29.98in,0in,Cloudy
20220601,10:10 AM,62°„F,53°„F,72%,NE,9mph,Nonemph,29.98in,0in,Cloudy
20220601,10:51 AM,63°„F,54°„F,72%,NE,10mph,Nonemph,29.97in,0in,Cloudy
20220601,11:51 AM,65°„F,54°„F,68%,NE,13mph,Nonemph,29.95in,0in,Cloudy
20220601,12:51 PM,65°„F,53°„F,65%,NE,13mph,Nonemph,29.93in,0in,Cloudy
20220601,1:51 PM,65°„F,54°„F,68%,NE,14mph,Nonemph,29.92in,0in,Cloudy
20220601,2:51 PM,66°„F,54°„F,65%,NE,12mph,Nonemph,29.91in,0in,Cloudy
20220601,3:51 PM,63°„F,54°„F,72%,NE,12mph,Nonemph,29.9in,0in,Cloudy
20220601,4:51 PM,64°„F,54°„F,70%,ENE,8mph,Nonemph,29.89in,0in,Cloudy
20220601,5:51 PM,64°„F,57°„F,78%,VAR,7mph,Nonemph,29.87in,0.02in,Light Rain
20220601,6:18 PM,63°„F,56°„F,78%,SE,9mph,Nonemph,29.86in,0.0in,Cloudy
20220601,6:51 PM,63°„F,55°„F,75%,SE,9mph,Nonemph,29.88in,0.0in,Cloudy
20220601,7:51 PM,62°„F,56°„F,80%,E,8mph,Nonemph,29.89in,0.0in,Light Rain with Thunder
20220601,8:18 PM,61°„F,56°„F,83%,SE,13mph,Nonemph,29.86in,0.24in,Heavy T-Storm
20220601,8:32 PM,61°„F,56°„F,83%,SSE,9mph,Nonemph,29.83in,0.5in,T-Storm
20220601,8:47 PM,61°„F,57°„F,88%,S,14mph,Nonemph,29.82in,0.55in,Light Rain with Thunder
20220601,8:51 PM,61°„F,57°„F,87%,S,14mph,Nonemph,29.83in,0.56in,Light Rain with Thunder
20220601,9:11 PM,61°„F,57°„F,87%,S,9mph,Nonemph,29.83in,0.0in,Light Rain with Thunder
20220601,9:34 PM,61°„F,57°„F,87%,WSW,7mph,Nonemph,29.85in,0.0in,Cloudy
20220601,9:51 PM,61°„F,57°„F,87%,W,8mph,Nonemph,29.87in,0.0in,Thunder in the Vicinity
20220601,10:04 PM,62°„F,58°„F,86%,W,8mph,Nonemph,29.9in,0.0in,Rain
20220601,10:08 PM,62°„F,58°„F,86%,NW,13mph,Nonemph,29.9in,0.01in,T-Storm
20220601,10:43 PM,62°„F,58°„F,86%,E,8mph,Nonemph,29.86in,0.13in,T-Storm
20220601,10:51 PM,62°„F,58°„F,86%,E,8mph,Nonemph,29.86in,0.16in,T-Storm
20220601,11:32 PM,64°„F,59°„F,84%,VAR,6mph,Nonemph,29.81in,0.1in,Light Rain
20220601,11:51 PM,62°„F,58°„F,86%,SSW,9mph,Nonemph,29.81in,0.1in,Cloudy
20220602,12:51 AM,62°„F,59°„F,90%,SSW,7mph,Nonemph,29.8in,0in,Cloudy
20220602,1:31 AM,62°„F,59°„F,90%,SSW,9mph,Nonemph,29.77in,0in,Cloudy
20220602,1:51 AM,62°„F,59°„F,90%,SW,8mph,Nonemph,29.77in,0in,Cloudy
20220602,2:51 AM,63°„F,61°„F,93%,W,10mph,Nonemph,29.8in,0in,Cloudy
20220602,3:46 AM,63°„F,61°„F,94%,CALM,0mph,Nonemph,29.72in,0in,Cloudy
20220602,3:51 AM,63°„F,61°„F,93%,WSW,5mph,Nonemph,29.73in,0in,Cloudy
20220602,4:23 AM,63°„F,61°„F,93%,CALM,0mph,Nonemph,29.72in,0.01in,Light Rain
20220602,4:51 AM,64°„F,61°„F,90%,CALM,0mph,Nonemph,29.72in,0.01in,Mostly Cloudy
20220602,5:51 AM,65°„F,61°„F,87%,NE,3mph,Nonemph,29.74in,0in,Mostly Cloudy
20220602,6:04 AM,65°„F,61°„F,87%,CALM,0mph,Nonemph,29.75in,0in,Mostly Cloudy
20220602,6:51 AM,66°„F,61°„F,84%,W,10mph,Nonemph,29.76in,0in,Mostly Cloudy
20220602,7:51 AM,69°„F,62°„F,78%,W,9mph,Nonemph,29.77in,0in,Mostly Cloudy
20220602,8:51 AM,72°„F,63°„F,73%,N,3mph,Nonemph,29.75in,0in,Mostly Cloudy
20220602,9:51 AM,74°„F,64°„F,71%,CALM,0mph,Nonemph,29.74in,0in,Mostly Cloudy
20220602,10:51 AM,74°„F,63°„F,68%,NW,3mph,Nonemph,29.72in,0in,Mostly Cloudy
20220602,11:51 AM,76°„F,64°„F,67%,NE,5mph,Nonemph,29.7in,0in,Mostly Cloudy
20220602,12:51 PM,79°„F,64°„F,60%,NW,3mph,Nonemph,29.7in,0in,Mostly Cloudy
20220602,1:51 PM,77°„F,64°„F,64%,NE,8mph,Nonemph,29.68in,0in,Mostly Cloudy
20220602,2:51 PM,80°„F,65°„F,60%,S,12mph,Nonemph,29.67in,0in,Mostly Cloudy
20220602,3:51 PM,82°„F,65°„F,56%,SSE,9mph,Nonemph,29.64in,0in,Mostly Cloudy
20220602,4:11 PM,80°„F,64°„F,58%,S,13mph,18mph,29.64in,0in,Thunder
20220602,4:31 PM,69°„F,63°„F,81%,NNW,17mph,35mph,29.67in,0.0in,Light Rain with Thunder
20220602,4:45 PM,70°„F,64°„F,83%,NNW,14mph,Nonemph,29.68in,0.14in,Heavy T-Storm
20220602,5:00 PM,70°„F,66°„F,87%,NNW,14mph,Nonemph,29.69in,0.06in,Heavy T-Storm
20220602,5:09 PM,69°„F,65°„F,87%,NW,12mph,Nonemph,29.69in,0.17in,Heavy Rain
20220602,5:33 PM,70°„F,66°„F,87%,NNE,5mph,Nonemph,29.68in,0.25in,Light Rain
20220602,5:39 PM,70°„F,67°„F,90%,E,13mph,Nonemph,29.67in,0.25in,Light Rain
20220602,5:51 PM,68°„F,64°„F,87%,ENE,15mph,Nonemph,29.67in,0.25in,Cloudy
20220602,6:04 PM,67°„F,64°„F,90%,NE,12mph,Nonemph,29.68in,0in,Cloudy
20220602,6:26 PM,67°„F,63°„F,87%,NE,14mph,Nonemph,29.68in,0in,Cloudy
20220602,6:35 PM,67°„F,63°„F,87%,NE,13mph,Nonemph,29.69in,0in,Cloudy
20220602,6:51 PM,67°„F,63°„F,87%,NE,10mph,Nonemph,29.69in,0in,Cloudy
20220602,7:09 PM,67°„F,64°„F,90%,ENE,10mph,Nonemph,29.69in,0in,Cloudy
20220602,7:26 PM,68°„F,64°„F,87%,ENE,9mph,Nonemph,29.69in,0in,Cloudy
20220602,7:51 PM,69°„F,65°„F,87%,ENE,9mph,Nonemph,29.69in,0in,Mostly Cloudy
20220602,8:51 PM,66°„F,63°„F,90%,NNE,5mph,Nonemph,29.71in,0in,Mostly Cloudy
20220602,9:22 PM,66°„F,63°„F,90%,ENE,7mph,Nonemph,29.71in,0in,Cloudy
20220602,9:43 PM,66°„F,63°„F,90%,ENE,8mph,Nonemph,29.72in,0in,Cloudy
20220602,9:51 PM,65°„F,62°„F,90%,NE,7mph,Nonemph,29.72in,0in,Cloudy
20220602,10:33 PM,67°„F,63°„F,87%,VAR,7mph,Nonemph,29.72in,0in,Cloudy
20220602,10:51 PM,66°„F,62°„F,87%,NNE,7mph,Nonemph,29.71in,0in,Cloudy
20220602,11:37 PM,66°„F,63°„F,90%,ENE,6mph,Nonemph,29.7in,0in,Cloudy
20220602,11:51 PM,66°„F,63°„F,90%,ENE,6mph,Nonemph,29.71in,0in,Cloudy
20220603,12:10 AM,66°„F,63°„F,90%,E,6mph,Nonemph,29.71in,0in,Fog
20220603,12:51 AM,65°„F,63°„F,93%,NE,5mph,Nonemph,29.7in,0in,Fog
20220603,1:02 AM,65°„F,63°„F,93%,NE,7mph,Nonemph,29.7in,0.0in,Light Drizzle
20220603,1:17 AM,65°„F,63°„F,93%,NE,6mph,Nonemph,29.71in,0.0in,Drizzle and Fog
20220603,1:51 AM,65°„F,63°„F,93%,NE,7mph,Nonemph,29.71in,0.0in,Light Drizzle
20220603,2:33 AM,64°„F,62°„F,93%,NE,12mph,Nonemph,29.7in,0.0in,Light Drizzle
20220603,2:45 AM,63°„F,61°„F,94%,NE,13mph,Nonemph,29.7in,0.0in,Drizzle and Fog
20220603,2:51 AM,63°„F,61°„F,93%,NE,14mph,Nonemph,29.7in,0.0in,Drizzle and Fog
20220603,3:51 AM,62°„F,60°„F,93%,NE,13mph,Nonemph,29.69in,0.0in,Fog
20220603,4:46 AM,63°„F,61°„F,94%,NE,13mph,Nonemph,29.7in,0in,Fog
20220603,4:51 AM,62°„F,60°„F,93%,NE,13mph,Nonemph,29.7in,0in,Fog
20220603,5:51 AM,61°„F,59°„F,93%,NE,13mph,Nonemph,29.72in,0in,Fog
20220603,6:05 AM,61°„F,59°„F,93%,NE,10mph,Nonemph,29.72in,0in,Fog
20220603,6:31 AM,61°„F,59°„F,93%,,Nonemph,Nonemph,29.72in,0in,Fog
20220603,6:49 AM,61°„F,59°„F,94%,ENE,9mph,Nonemph,29.73in,0in,Cloudy
20220603,6:51 AM,61°„F,59°„F,93%,ENE,9mph,Nonemph,29.73in,0in,Cloudy
20220603,7:51 AM,62°„F,59°„F,90%,ENE,9mph,Nonemph,29.73in,0in,Fog
20220603,8:51 AM,62°„F,58°„F,86%,NE,8mph,Nonemph,29.74in,0in,Cloudy
20220603,9:51 AM,63°„F,58°„F,84%,NE,8mph,Nonemph,29.75in,0in,Haze
20220603,10:20 AM,64°„F,58°„F,80%,NE,9mph,Nonemph,29.76in,0in,Mostly Cloudy
20220603,10:51 AM,66°„F,59°„F,78%,ENE,8mph,Nonemph,29.76in,0in,Mostly Cloudy
20220603,11:51 AM,69°„F,60°„F,73%,ENE,6mph,Nonemph,29.76in,0in,Mostly Cloudy
20220603,12:51 PM,72°„F,61°„F,68%,NE,6mph,Nonemph,29.75in,0in,Mostly Cloudy
20220603,1:46 PM,73°„F,61°„F,65%,VAR,3mph,Nonemph,29.74in,0in,Mostly Cloudy
20220603,1:51 PM,74°„F,61°„F,64%,WSW,7mph,Nonemph,29.74in,0in,Mostly Cloudy
20220603,2:51 PM,73°„F,61°„F,66%,SSE,9mph,Nonemph,29.74in,0in,Mostly Cloudy
20220603,3:51 PM,74°„F,61°„F,64%,S,12mph,Nonemph,29.73in,0in,Mostly Cloudy
20220603,4:51 PM,75°„F,61°„F,62%,S,12mph,Nonemph,29.74in,0in,Mostly Cloudy
20220603,5:51 PM,73°„F,60°„F,64%,SE,8mph,Nonemph,29.74in,0in,Mostly Cloudy
20220603,6:51 PM,73°„F,61°„F,66%,S,9mph,Nonemph,29.74in,0in,Mostly Cloudy
20220603,7:51 PM,70°„F,60°„F,71%,S,9mph,Nonemph,29.75in,0in,Mostly Cloudy
20220603,8:51 PM,70°„F,60°„F,71%,VAR,6mph,Nonemph,29.77in,0in,Mostly Cloudy
20220603,9:51 PM,71°„F,58°„F,63%,NW,5mph,Nonemph,29.79in,0in,Mostly Cloudy
20220603,10:51 PM,71°„F,51°„F,49%,NW,7mph,Nonemph,29.79in,0in,Mostly Cloudy
20220603,11:51 PM,70°„F,49°„F,47%,NW,7mph,Nonemph,29.8in,0in,Fair
20220604,12:51 AM,69°„F,50°„F,51%,NW,7mph,Nonemph,29.81in,0in,Fair
20220604,1:51 AM,68°„F,48°„F,49%,CALM,0mph,Nonemph,29.83in,0in,Fair
20220604,2:51 AM,67°„F,49°„F,52%,CALM,0mph,Nonemph,29.82in,0in,Fair
20220604,3:51 AM,65°„F,52°„F,63%,CALM,0mph,Nonemph,29.83in,0in,Fair
20220604,5:51 AM,64°„F,53°„F,67%,CALM,0mph,Nonemph,29.84in,0in,Fair
20220604,6:51 AM,65°„F,54°„F,68%,CALM,0mph,Nonemph,29.85in,0in,Partly Cloudy
20220604,7:51 AM,69°„F,51°„F,53%,NE,3mph,Nonemph,29.86in,0in,Partly Cloudy
20220604,8:51 AM,69°„F,50°„F,51%,ENE,8mph,Nonemph,29.87in,0.0in,Partly Cloudy
20220604,9:51 AM,71°„F,50°„F,47%,ENE,7mph,Nonemph,29.87in,0in,Fair
20220604,10:51 AM,74°„F,47°„F,38%,NNE,5mph,Nonemph,29.86in,0in,Fair
20220604,11:51 AM,78°„F,42°„F,28%,VAR,5mph,Nonemph,29.86in,0in,Fair
20220604,12:51 PM,79°„F,50°„F,36%,S,12mph,Nonemph,29.84in,0in,Partly Cloudy
20220604,1:51 PM,80°„F,51°„F,36%,S,12mph,Nonemph,29.82in,0in,Partly Cloudy
20220604,2:51 PM,79°„F,52°„F,39%,S,16mph,23mph,29.82in,0in,Partly Cloudy
20220604,3:51 PM,78°„F,52°„F,40%,S,15mph,22mph,29.81in,0in,Partly Cloudy
20220604,4:51 PM,76°„F,53°„F,45%,S,16mph,Nonemph,29.8in,0in,Partly Cloudy
20220604,5:51 PM,75°„F,52°„F,44%,S,16mph,Nonemph,29.81in,0in,Fair
20220604,6:51 PM,73°„F,56°„F,55%,SSE,9mph,Nonemph,29.81in,0in,Fair
20220604,7:51 PM,71°„F,57°„F,61%,S,10mph,Nonemph,29.82in,0in,Fair
20220604,8:51 PM,69°„F,59°„F,70%,SSE,6mph,Nonemph,29.82in,0in,Fair
20220604,9:51 PM,69°„F,60°„F,73%,CALM,0mph,Nonemph,29.84in,0in,Fair
20220604,10:51 PM,67°„F,60°„F,79%,NE,5mph,Nonemph,29.86in,0in,Fair
20220604,11:51 PM,68°„F,50°„F,52%,N,7mph,Nonemph,29.87in,0in,Fair
20220605,12:51 AM,68°„F,36°„F,31%,NNE,8mph,Nonemph,29.89in,0in,Fair
20220605,1:51 AM,64°„F,44°„F,48%,NE,9mph,Nonemph,29.9in,0in,Fair
20220605,2:51 AM,63°„F,42°„F,46%,NNE,8mph,Nonemph,29.91in,0in,Fair
20220605,3:51 AM,61°„F,39°„F,44%,NE,8mph,Nonemph,29.92in,0in,Fair
20220605,4:51 AM,61°„F,38°„F,42%,ENE,6mph,Nonemph,29.93in,0in,Fair
20220605,5:51 AM,60°„F,38°„F,44%,NNE,5mph,Nonemph,29.95in,0in,Fair
20220605,6:51 AM,61°„F,37°„F,41%,NNE,5mph,Nonemph,29.98in,0in,Mostly Cloudy
20220605,7:51 AM,62°„F,35°„F,37%,ENE,7mph,Nonemph,29.99in,0in,Mostly Cloudy
20220605,8:51 AM,64°„F,38°„F,38%,ENE,8mph,Nonemph,30.0in,0in,Mostly Cloudy
20220605,9:51 AM,66°„F,36°„F,33%,E,7mph,Nonemph,30.0in,0in,Mostly Cloudy
20220605,10:51 AM,68°„F,36°„F,31%,E,5mph,Nonemph,30.0in,0in,Mostly Cloudy
20220605,11:51 AM,71°„F,36°„F,28%,ENE,7mph,Nonemph,29.99in,0in,Partly Cloudy
20220605,12:51 PM,72°„F,36°„F,27%,VAR,7mph,Nonemph,29.98in,0in,Partly Cloudy
20220605,1:51 PM,73°„F,36°„F,26%,N,9mph,Nonemph,29.98in,0in,Partly Cloudy
20220605,2:51 PM,75°„F,36°„F,24%,VAR,5mph,Nonemph,29.96in,0in,Partly Cloudy
20220605,3:51 PM,76°„F,37°„F,24%,CALM,0mph,Nonemph,29.95in,0in,Partly Cloudy
20220605,4:51 PM,75°„F,39°„F,27%,SSE,12mph,Nonemph,29.94in,0in,Partly Cloudy
20220605,5:51 PM,74°„F,38°„F,27%,S,12mph,Nonemph,29.94in,0in,Partly Cloudy
20220605,6:51 PM,73°„F,39°„F,29%,SSE,10mph,Nonemph,29.95in,0in,Mostly Cloudy
20220605,7:51 PM,70°„F,40°„F,33%,S,12mph,Nonemph,29.95in,0in,Partly Cloudy
20220605,8:51 PM,69°„F,41°„F,36%,S,9mph,Nonemph,29.96in,0in,Partly Cloudy
20220605,9:51 PM,68°„F,43°„F,40%,S,7mph,Nonemph,29.97in,0in,Fair
20220605,10:51 PM,68°„F,41°„F,37%,S,6mph,Nonemph,29.97in,0in,Fair
20220605,11:51 PM,68°„F,40°„F,36%,SW,5mph,Nonemph,29.98in,0in,Fair
20220606,12:51 AM,68°„F,40°„F,36%,SSW,6mph,Nonemph,29.98in,0in,Fair
20220606,1:51 AM,67°„F,41°„F,39%,CALM,0mph,Nonemph,29.99in,0in,Fair
20220606,2:51 AM,67°„F,39°„F,36%,CALM,0mph,Nonemph,29.98in,0in,Fair
20220606,3:51 AM,67°„F,39°„F,36%,CALM,0mph,Nonemph,29.99in,0in,Fair
20220606,4:51 AM,66°„F,38°„F,36%,S,5mph,Nonemph,29.98in,0in,Fair
